customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2311-QYMUQ,Female,0,Yes,Yes,16,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes
9146-JRIOX,Female,0,Yes,Yes,14,Yes,No,Month-to-month,No,Mailed check,25.55,372.45,No
5337-IIWKZ,Male,0,Yes,Yes,34,No,DSL,Month-to-month,Yes,Electronic check,44.85,1442.6,No
9101-BWFSS,Female,0,Yes,No,50,Yes,Fiber optic,One year,No,Electronic check,108.55,5610.7,Yes
9650-VBUOG,Male,0,Yes,Yes,38,Yes,No,Two year,No,Credit card (automatic),25.05,963.95,No
2672-TGEFF,Female,0,Yes,Yes,37,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.8,3340.55,No
6982-SSHFK,Male,0,No,No,1,Yes,DSL,Month-to-month,No,Mailed check,44.4,44.4,Yes
6092-QZVPP,Male,0,No,No,36,Yes,DSL,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,No
4625-LAMOB,Male,0,No,No,44,Yes,No,Two year,No,Credit card (automatic),20.4,905.55,No
0727-BMPLR,Female,1,No,No,55,Yes,Fiber optic,One year,Yes,Electronic check,100,5509.3,Yes
1038-ZAGBI,Female,0,Yes,Yes,12,Yes,No,One year,No,Bank transfer (automatic),19.8,229.6,Yes
3027-ZTDHO,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.9,89.9,Yes
6916-HIJSE,Female,0,No,No,65,Yes,DSL,Two year,Yes,Bank transfer (automatic),84.85,5459.2,No
2316-ESMLS,Female,0,Yes,Yes,12,No,DSL,One year,No,Credit card (automatic),33.15,444.75,No
7408-OFWXJ,Female,0,Yes,Yes,72,Yes,DSL,Two year,No,Credit card (automatic),89.8,6510.45,No
2252-NKNSI,Male,0,No,Yes,52,Yes,DSL,Two year,Yes,Mailed check,85.15,4461.85,No
8374-UULRV,Male,0,No,No,72,Yes,DSL,Two year,No,Credit card (automatic),86.05,6309.65,No
4795-UXVCJ,Male,0,No,No,26,Yes,No,One year,No,Credit card (automatic),19.8,457.3,No
0979-MOZQI,Male,0,Yes,No,62,No,DSL,Two year,Yes,Bank transfer (automatic),39,2337.45,No
3313-QKNKB,Male,0,Yes,No,59,Yes,Fiber optic,One year,No,Electronic check,85.55,5084.65,Yes
1937-OTUKY,Female,0,Yes,No,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),98.2,7015.9,No
3050-GBUSH,Female,0,No,No,3,No,DSL,Month-to-month,Yes,Credit card (automatic),34.8,113.95,No
3523-BRGUW,Male,1,No,No,26,Yes,No,One year,No,Credit card (automatic),19.3,504.2,No
5170-PTRKA,Female,0,Yes,Yes,49,No,DSL,One year,Yes,Credit card (automatic),35.8,1782,No
3804-RVTGV,Male,0,Yes,Yes,50,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,Yes
6259-WJQLC,Male,1,No,No,32,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,No
8975-SKGRX,Male,0,Yes,No,71,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),116.1,8310.55,No
4315-MURBD,Female,0,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,Yes
2267-FPIMA,Male,0,Yes,No,50,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,No
4694-PHWFW,Female,0,No,Yes,8,Yes,No,Month-to-month,No,Mailed check,19.95,170.9,No
1907-UBQFC,Male,1,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,72.85,688.65,Yes
5993-BQHEA,Male,0,No,No,12,Yes,No,One year,No,Credit card (automatic),20.05,267,No
6024-RUGGH,Male,0,Yes,Yes,72,Yes,No,Two year,Yes,Bank transfer (automatic),25.2,1798.9,No
6513-EECDB,Male,1,Yes,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.55,73.55,Yes
3956-CJUST,Female,1,No,No,23,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,No
9199-PWQVC,Female,0,Yes,No,63,Yes,DSL,One year,Yes,Credit card (automatic),79.7,4786.15,No
5393-HJZSM,Female,0,Yes,Yes,32,Yes,DSL,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No
7074-IEVOJ,Female,1,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.4,205.05,Yes
0862-PRCBS,Female,0,Yes,Yes,68,Yes,Fiber optic,Two year,Yes,Credit card (automatic),103.75,7039.45,No
0454-OKRCT,Male,0,No,No,33,Yes,Fiber optic,Two year,No,Bank transfer (automatic),80.6,2651.1,No
5787-KXGIY,Male,0,Yes,No,72,Yes,No,Two year,No,Credit card (automatic),19.3,1304.8,No
2692-AQCPF,Female,0,Yes,No,65,Yes,Fiber optic,One year,Yes,Credit card (automatic),108.05,7118.9,No
0347-UBKUZ,Female,0,No,No,15,Yes,No,Month-to-month,No,Mailed check,19.9,320.45,No
7567-ECMCM,Male,0,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),79.85,2001,No
4208-UFFGW,Male,1,No,No,2,Yes,DSL,Month-to-month,No,Mailed check,44.95,85.15,Yes
8467-WYNSR,Male,0,No,No,22,Yes,DSL,Month-to-month,No,Mailed check,55.1,1253.15,No
2826-DXLQO,Male,1,Yes,No,7,No,DSL,Month-to-month,No,Bank transfer (automatic),29.8,220.45,No
4378-BZYFP,Male,0,No,No,17,Yes,No,One year,Yes,Mailed check,20.5,365.8,No
9117-SHLZX,Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Mailed check,45.7,45.7,Yes
4541-RMRLG,Male,0,No,No,7,Yes,No,Month-to-month,No,Electronic check,19.25,112.3,Yes
3158-MOERK,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96,174.8,Yes
5002-GCQFH,Male,0,Yes,No,49,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,No
0556-FJEGU,Male,0,No,No,58,Yes,DSL,Two year,No,Bank transfer (automatic),70.1,4048.95,No
0604-THJFP,Female,0,Yes,Yes,59,Yes,DSL,Two year,Yes,Credit card (automatic),75.95,4542.35,No
2834-JRTUA,Male,0,No,No,71,Yes,Fiber optic,Two year,Yes,Electronic check,108.05,7532.15,Yes
5879-SESNB,Female,0,No,No,11,Yes,Fiber optic,Month-to-month,No,Electronic check,75.25,888.65,No
6646-QVXLR,Male,1,Yes,No,62,Yes,Fiber optic,One year,Yes,Electronic check,103.75,6383.35,Yes
2483-XSSMZ,Female,0,No,No,39,Yes,DSL,One year,Yes,Electronic check,47.85,1886.4,No
2604-XVDAM,Female,0,No,No,12,Yes,DSL,Month-to-month,No,Bank transfer (automatic),43.8,540.95,No
3280-NMUVX,Male,0,Yes,Yes,34,Yes,No,One year,No,Credit card (automatic),19.6,678.8,No
3842-IYKUE,Female,0,No,No,35,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),85.3,2917.5,Yes
2545-LXYVJ,Male,0,Yes,No,72,Yes,No,Two year,No,Bank transfer (automatic),20.7,1492.1,No
9524-EGPJC,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.1,1612.75,Yes
6993-OHLXR,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Electronic check,68.95,119.75,Yes
6419-ZTTLE,Male,1,Yes,No,23,Yes,No,One year,Yes,Electronic check,20.75,485.2,No
7426-RHZGU,Male,0,No,No,9,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,No
3863-IUBJR,Male,0,Yes,Yes,12,Yes,DSL,One year,No,Credit card (automatic),53.65,696.35,Yes
3748-FVMZZ,Male,0,No,No,4,No,DSL,Month-to-month,Yes,Electronic check,40.05,162.45,No
8436-BJUMM,Male,0,Yes,Yes,26,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.75,2070.6,Yes
4145-UQXUQ,Female,1,No,No,8,Yes,Fiber optic,Month-to-month,Yes,Electronic check,92.1,729.95,Yes
8146-QQKZH,Female,0,Yes,No,71,Yes,DSL,Two year,No,Bank transfer (automatic),81.85,5924.4,No
7296-PIXQY,Female,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,No,Electronic check,70.2,1046.5,No
3524-WQDSG,Female,0,Yes,Yes,43,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,No
3845-JHAMY,Female,0,Yes,Yes,16,No,DSL,Month-to-month,Yes,Credit card (automatic),35.5,552.7,No
7013-PSXHK,Female,0,No,No,40,Yes,DSL,One year,Yes,Mailed check,80.75,3208.65,No
5669-SRAIP,Female,0,No,No,5,No,DSL,Month-to-month,No,Electronic check,39.5,210.75,Yes
1624-WOIWJ,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.7,832.05,Yes
7143-BQIBA,Male,0,No,No,10,Yes,DSL,Month-to-month,No,Bank transfer (automatic),62.25,612.95,No
3800-LYTRK,Female,0,No,No,14,Yes,DSL,One year,No,Mailed check,55.7,795.15,No
0455-XFASS,Female,0,Yes,Yes,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.55,200.2,No
4441-NIHPT,Female,1,No,No,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.3,940.35,Yes
7029-RPUAV,Male,1,Yes,No,17,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes
4546-FOKWR,Female,0,No,No,16,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,No
9036-CSKBW,Female,0,No,No,51,Yes,Fiber optic,One year,No,Bank transfer (automatic),107.45,5680.9,No
5832-TRLPB,Male,0,No,No,29,Yes,DSL,One year,Yes,Bank transfer (automatic),75.35,2243.9,No
4712-UYOOI,Female,0,Yes,Yes,20,Yes,No,Month-to-month,No,Electronic check,20,417.65,No
4159-NAAIX,Female,0,No,No,63,Yes,Fiber optic,Two year,No,Bank transfer (automatic),97.45,6253,No
0971-QIFJK,Female,0,Yes,No,69,Yes,No,Two year,No,Bank transfer (automatic),24.25,1641.8,No
9397-TZSHA,Female,0,No,No,69,Yes,No,Two year,No,Credit card (automatic),24.6,1678.05,No
0343-QLUZP,Male,0,No,No,60,No,DSL,Two year,No,Bank transfer (automatic),39.6,2424.5,No
3312-UUMZW,Male,0,Yes,No,32,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,No
8461-EFQYM,Female,0,No,No,38,Yes,No,One year,Yes,Electronic check,24.25,914.4,No
6891-JPYFF,Female,0,Yes,Yes,48,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,No
0927-LCSMG,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,No,Mailed check,74.65,544.55,Yes
9330-DHBFL,Female,0,Yes,Yes,23,Yes,DSL,One year,Yes,Mailed check,66.25,1533.8,No
0098-BOWSO,Male,0,No,No,27,Yes,No,Month-to-month,Yes,Electronic check,19.4,529.8,No
8257-RZAHR,Female,0,Yes,No,14,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),64.7,941,Yes
3156-QLHBO,Male,0,No,Yes,2,Yes,No,Month-to-month,No,Mailed check,19.25,48.35,No
1779-PWPMG,Female,1,Yes,No,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),114.65,8333.95,No
3082-WQRVY,Male,1,Yes,No,14,Yes,No,One year,No,Mailed check,19.65,228.65,No
1430-SFQSA,Male,0,No,No,29,No,DSL,One year,No,Mailed check,35.6,1072.6,No
0411-EZJZE,Female,0,No,No,3,Yes,DSL,Month-to-month,Yes,Electronic check,60.25,170.5,No
7851-WZEKY,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.15,196.9,Yes
8844-TONUD,Male,0,Yes,Yes,13,Yes,Fiber optic,Month-to-month,Yes,Mailed check,96.65,1162.85,Yes
8992-CEUEN,Female,0,No,No,1,Yes,No,Month-to-month,No,Electronic check,18.85,18.85,No
0621-CXBKL,Female,0,No,No,53,Yes,No,Two year,No,Mailed check,18.7,1005.7,No
4086-YQSNZ,Female,1,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.4,224.05,Yes
6242-MBHPK,Female,1,Yes,No,23,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.1,2326.05,No
4782-OSFXZ,Female,1,Yes,No,71,Yes,DSL,Two year,Yes,Bank transfer (automatic),82.7,5831.2,No
7129-ACFOG,Female,0,No,No,5,Yes,DSL,Month-to-month,Yes,Electronic check,53.8,283.95,No
5562-BETPV,Male,0,Yes,Yes,1,Yes,No,One year,No,Mailed check,19.65,19.65,No
1282-IHQAC,Male,1,No,No,70,No,DSL,One year,Yes,Credit card (automatic),44.05,3011.65,No
1641-RQDAY,Female,1,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.4,3217.65,No
3164-YAXFY,Male,0,No,No,57,No,DSL,Month-to-month,Yes,Electronic check,53.75,3196,No
5673-FSSMF,Female,0,No,No,1,Yes,DSL,Month-to-month,Yes,Electronic check,60.15,60.15,Yes
6807-SIWJI,Male,0,No,No,38,Yes,Fiber optic,One year,Yes,Electronic check,104.85,3887.25,No
5232-NXPAY,Female,0,No,No,47,Yes,DSL,Two year,No,Mailed check,74.45,3510.3,No
8967-SZQAS,Female,0,No,No,14,Yes,DSL,Month-to-month,No,Electronic check,50.45,765.45,No
7126-RBHSD,Female,0,Yes,No,17,Yes,Fiber optic,Month-to-month,No,Electronic check,78.9,1348.95,No
5370-IIVVL,Male,0,No,No,37,Yes,Fiber optic,One year,Yes,Credit card (automatic),104.5,3778,No
3927-NLNRY,Male,0,Yes,No,53,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),94.25,4867.95,Yes
9087-EYCPR,Female,0,No,No,60,Yes,No,Two year,No,Mailed check,25,1505.05,No
4291-SHSBH,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.55,521.35,No
9866-QEVEE,Male,0,No,No,19,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),86,1532.45,Yes
0040-HALCW,Male,0,Yes,Yes,54,Yes,No,Two year,No,Credit card (automatic),20.4,1090.6,No
2294-DMMUS,Female,0,Yes,Yes,62,Yes,DSL,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,No
9091-WTUUY,Male,0,Yes,Yes,64,Yes,DSL,Two year,No,Mailed check,69.25,4447.75,No
6581-NQCBA,Female,0,Yes,No,16,No,DSL,Month-to-month,Yes,Electronic check,49.95,810.2,Yes
8496-DMZUK,Male,0,No,No,30,Yes,Fiber optic,One year,No,Bank transfer (automatic),90.4,2820.65,No
9068-VPWQQ,Male,0,Yes,No,61,Yes,DSL,Two year,No,Credit card (automatic),75.35,4729.3,No
0178-SZBHO,Male,0,Yes,Yes,47,Yes,Fiber optic,Month-to-month,No,Electronic check,87.2,4017.45,No
1689-MRZQR,Male,0,Yes,Yes,34,Yes,Fiber optic,Month-to-month,No,Electronic check,78.3,2564.3,Yes
4525-VZCZG,Male,0,No,Yes,54,Yes,Fiber optic,One year,Yes,Electronic check,105.85,5826.65,No
1543-LLLFT,Male,1,Yes,No,61,Yes,Fiber optic,One year,Yes,Mailed check,98.3,6066.55,No
5835-BEQEU,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.95,228.4,Yes
0319-QZTCO,Female,0,Yes,Yes,3,Yes,DSL,Month-to-month,Yes,Credit card (automatic),58.7,168.6,No
0096-FCPUF,Male,0,No,No,30,Yes,DSL,Month-to-month,Yes,Mailed check,64.5,1888.45,No
2223-KAGMX,Female,0,No,No,15,Yes,No,Month-to-month,No,Bank transfer (automatic),19.4,289.3,Yes
2833-SLKDQ,Male,0,No,No,1,Yes,DSL,Month-to-month,No,Mailed check,45.05,45.05,Yes
7595-EUIVN,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,No,Electronic check,75.8,75.8,Yes
9220-ZNKJI,Female,1,Yes,No,55,Yes,Fiber optic,Two year,No,Credit card (automatic),88.8,4805.3,No
2226-ICFDO,Female,0,Yes,Yes,72,Yes,DSL,Two year,Yes,Credit card (automatic),85.9,6110.75,No
6818-WOBHJ,Female,1,Yes,No,68,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,Yes
1004-NOZNR,Male,1,No,Yes,56,Yes,Fiber optic,One year,No,Credit card (automatic),94.8,5264.3,No
2408-TZMJL,Male,0,Yes,No,59,Yes,Fiber optic,One year,Yes,Electronic check,110.15,6448.05,Yes
4821-WQOYN,Female,0,Yes,Yes,72,Yes,No,Two year,Yes,Credit card (automatic),20.1,1326.25,No
4730-AWNAU,Male,0,Yes,Yes,36,No,DSL,One year,No,Credit card (automatic),60.7,2234.55,No
9968-FFVVH,Male,0,No,No,63,Yes,DSL,One year,No,Bank transfer (automatic),68.8,4111.35,No
3022-BEXHZ,Male,0,Yes,Yes,67,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),111.2,7530.8,No
6198-ZFIOJ,Female,0,No,No,5,Yes,Fiber optic,Month-to-month,No,Electronic check,75.6,402.5,No
5989-OMNJE,Female,0,Yes,Yes,24,No,DSL,One year,No,Electronic check,57.6,1367.75,No
4566-QVRRW,Female,0,Yes,No,11,Yes,DSL,Month-to-month,Yes,Electronic check,44.05,483.7,Yes
1291-CUOCY,Male,0,Yes,No,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),110.6,7962.2,No
3230-IUALN,Female,0,Yes,Yes,45,Yes,DSL,Two year,Yes,Mailed check,81,3533.6,No
0201-OAMXR,Female,0,No,No,70,Yes,Fiber optic,One year,No,Credit card (automatic),115.55,8127.6,Yes
6599-RCLCJ,Male,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Yes,Electronic check,109.55,5124.55,Yes
5158-RIVOP,Female,0,Yes,Yes,11,Yes,No,Two year,No,Credit card (automatic),20.9,202.3,No
8947-YRTDV,Male,0,Yes,Yes,32,Yes,Fiber optic,One year,No,Mailed check,94.8,3131.55,No
7206-GZCDC,Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.25,69.25,Yes
4791-QRGMF,Male,0,Yes,No,59,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),99.5,5961.1,Yes
3910-MRQOY,Female,0,Yes,No,72,Yes,No,Two year,No,Bank transfer (automatic),19.4,1496.45,No
7537-RBWEA,Female,0,No,No,1,No,DSL,Month-to-month,Yes,Mailed check,25.15,25.15,No
0121-SNYRK,Male,0,No,No,50,No,DSL,One year,Yes,Mailed check,35.4,1748.9,No
4671-LXRDQ,Male,0,No,No,2,Yes,DSL,Month-to-month,Yes,Mailed check,45,96.45,Yes
3733-LSYCE,Female,0,Yes,No,15,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,No
1371-DWPAZ,Female,0,Yes,Yes,0,No,DSL,Two year,No,Credit card (automatic),56.05,NA,No
9269-CQOOL,Male,0,No,Yes,3,Yes,DSL,Month-to-month,Yes,Credit card (automatic),54.7,169.45,Yes
2017-CCBLH,Female,0,No,No,8,Yes,No,Two year,No,Mailed check,20,141.6,No
2625-TRCZQ,Female,0,Yes,No,51,No,DSL,Month-to-month,Yes,Electronic check,49.65,2553.35,No
7073-QETQY,Male,0,Yes,Yes,66,Yes,No,One year,Yes,Electronic check,20.35,1359.5,No
0196-JTUQI,Female,0,No,No,9,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),75.2,633.85,No
1084-MNSMJ,Female,0,Yes,Yes,51,Yes,DSL,Two year,No,Credit card (automatic),85.5,4421.95,No
4238-HFHSN,Male,1,Yes,No,61,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.15,4904.85,No
6567-HOOPW,Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.2,79.2,Yes
3071-MVJCD,Male,0,Yes,Yes,72,Yes,DSL,Two year,No,Bank transfer (automatic),82.3,5815.15,No
1697-BCSHV,Female,0,Yes,Yes,58,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,No
8060-HIWJJ,Male,0,No,No,64,Yes,DSL,Two year,No,Credit card (automatic),86.55,5632.55,No
9089-UOWJG,Female,0,Yes,Yes,12,Yes,DSL,Month-to-month,Yes,Credit card (automatic),58.35,740.55,No
8621-MNIHH,Female,1,Yes,No,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.25,3217.55,Yes
9885-AIBVB,Male,0,Yes,No,29,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.8,2440.25,No
3569-EDBPQ,Female,0,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.35,1938.05,No
6240-EURKS,Female,0,No,Yes,18,No,DSL,Month-to-month,Yes,Electronic check,35,553,Yes
9337-SRRNI,Male,0,No,Yes,66,Yes,No,Two year,Yes,Credit card (automatic),25.3,1673.8,No
0895-UADGO,Male,0,No,Yes,8,No,DSL,Two year,Yes,Mailed check,44.55,343.45,No
5678-VFNEQ,Female,0,Yes,No,71,Yes,Fiber optic,One year,Yes,Credit card (automatic),104.1,7412.25,No
1830-GGFNM,Male,0,Yes,Yes,65,Yes,Fiber optic,Two year,No,Credit card (automatic),94.55,6078.75,No
4859-ZSRDZ,Female,0,Yes,Yes,58,No,DSL,Two year,Yes,Credit card (automatic),55.5,3166.9,No
3498-LZGQZ,Male,0,Yes,Yes,63,Yes,No,Two year,Yes,Mailed check,19.15,1177.05,No
8785-CJSHH,Female,0,Yes,No,60,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.8,5985.75,No
0680-DFNNY,Male,0,Yes,No,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,101.1,1504.05,Yes
7560-QRBXH,Female,0,No,Yes,48,Yes,No,One year,No,Mailed check,19.95,936.7,No
7077-XJMET,Male,0,Yes,No,12,Yes,DSL,Month-to-month,Yes,Electronic check,74.15,741.4,No
8752-GHJFU,Male,1,Yes,No,71,Yes,Fiber optic,One year,Yes,Electronic check,92,6585.2,No
7767-UXAGJ,Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Electronic check,50.45,50.45,Yes
1571-SAVHK,Male,0,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Mailed check,99.95,1132.75,Yes
9546-CQJSU,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.4,193.6,Yes
5777-KJIRB,Female,0,No,No,40,Yes,DSL,One year,Yes,Mailed check,50.25,2023.55,No
0506-LVNGN,Female,1,No,No,5,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),75.55,349.65,Yes
2480-EJWYP,Female,1,Yes,No,58,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),97.8,5458.8,No
8445-DNBAE,Male,0,No,Yes,1,Yes,DSL,Month-to-month,Yes,Electronic check,50.05,50.05,No
2951-QOQTK,Male,0,No,Yes,4,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),80.8,332.45,Yes
2958-NHPPS,Male,0,No,No,23,Yes,No,Month-to-month,No,Electronic check,20.85,473.9,No
1735-XMJVH,Male,0,Yes,Yes,8,Yes,No,Month-to-month,Yes,Mailed check,19.35,152.6,No
3473-XIIIT,Female,0,Yes,No,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100,1534.75,Yes
9824-QCJPK,Male,0,Yes,No,36,Yes,No,One year,No,Mailed check,20,666.75,No
6979-TNDEU,Female,0,No,No,8,Yes,No,Month-to-month,No,Mailed check,19.2,156.85,No
7079-QRCBC,Female,0,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.75,2407.3,Yes
5067-DGXLL,Male,0,No,No,2,Yes,No,Month-to-month,No,Mailed check,20.25,36.8,No
5035-PGZXH,Female,0,No,No,56,Yes,Fiber optic,One year,Yes,Electronic check,106.8,5914.4,No
8016-ZMGMO,Female,1,Yes,No,66,Yes,DSL,One year,Yes,Bank transfer (automatic),70.85,4738.85,No
3254-YRILK,Male,1,No,No,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.2,1775.8,Yes
6416-YJTTB,Male,0,No,No,11,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,No
1728-CXQBE,Male,1,Yes,No,64,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.25,6081.4,No
7041-TXQJH,Female,0,No,No,37,No,DSL,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,No
5724-BIDBU,Male,0,Yes,No,49,Yes,DSL,One year,Yes,Electronic check,55.35,2633.95,No
0481-SUMCB,Female,1,No,No,45,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),102.15,4735.35,No
5240-IJOQT,Male,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.7,74.7,Yes
9314-IJWSQ,Female,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.8,1203.9,No
0661-XEYAN,Female,1,No,No,1,No,DSL,Month-to-month,Yes,Mailed check,25.8,25.8,Yes
2924-KHUVI,Male,0,Yes,No,56,Yes,Fiber optic,One year,Yes,Electronic check,100.55,5514.95,No
6184-DYUOB,Female,0,Yes,No,3,Yes,No,Month-to-month,Yes,Mailed check,19.6,55.25,No
9207-ZPANB,Male,0,No,No,37,Yes,DSL,One year,No,Electronic check,67.45,2443.3,No
7107-UBYKY,Female,0,Yes,Yes,35,Yes,No,Month-to-month,Yes,Electronic check,25.75,882.55,No
2882-WDTBA,Male,0,Yes,Yes,69,Yes,DSL,Two year,Yes,Bank transfer (automatic),75.75,5388.15,No
2429-AYKKO,Male,0,No,No,72,Yes,No,Two year,No,Bank transfer (automatic),19.85,1434.1,No
9798-OPFEM,Female,0,No,No,46,Yes,No,Two year,Yes,Electronic check,21.1,937.1,No
5193-QLVZB,Male,0,No,No,63,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No
7114-AEOZE,Female,0,No,No,60,Yes,No,Two year,No,Bank transfer (automatic),19.85,1128.1,No
9957-YODKZ,Male,1,Yes,No,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.8,457.1,No
9651-GTSAQ,Female,0,Yes,No,53,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes
3223-DWFIO,Male,1,No,No,4,Yes,Fiber optic,Month-to-month,No,Electronic check,69.35,261.65,No
6968-GMKPR,Female,0,No,No,55,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.55,4509.5,No
3070-FNFZQ,Female,0,Yes,Yes,23,Yes,No,Two year,No,Bank transfer (automatic),20.4,478.75,No
7675-OZCZG,Female,1,No,No,3,Yes,DSL,Month-to-month,No,Electronic check,45,127.1,Yes
5312-TSZVC,Female,0,No,Yes,15,Yes,No,One year,No,Mailed check,19.65,270.6,No
2003-CKLOR,Male,0,No,No,66,Yes,Fiber optic,Month-to-month,No,Electronic check,99.5,6710.5,Yes
9906-NHHVC,Female,1,No,No,65,No,DSL,Two year,Yes,Bank transfer (automatic),53.5,3517.9,No
5939-SXWHM,Male,0,Yes,Yes,48,Yes,No,Two year,No,Bank transfer (automatic),26.3,1245.05,No
8152-UOBNY,Female,1,No,No,50,Yes,Fiber optic,One year,Yes,Electronic check,106.8,5347.95,No
7351-KYHQH,Female,1,No,No,7,Yes,DSL,Month-to-month,Yes,Electronic check,64.95,493.65,No
7643-RCHXS,Female,0,Yes,Yes,63,Yes,No,Two year,No,Electronic check,19.35,1263.85,No
